"title","creator","subjects","materialtype","usageclass","checkouts","checkoutmonth","publicationyear"
"German Vocabulary","Ed Swick","Foreign Language Study, Nonfiction","EBOOK","Digital","1","1","2009"
"Bob books. Set 4, Cat and mouse / by Bobby Lynn Maslen ; pictures by John R. Maslen.","Maslen, Bobby Lynn","Readers Primary Juvenile fiction, Reading Phonetic method Juvenile fiction, Vocabulary Study and teaching Primary Juvenile fiction, English language Study and teaching Primary Juvenile fiction","BOOK","Physical","3","1","2006."
"Best easy day hikes. Olympic National Park / Erik Molvar.","Molvar, Erik","Hiking Washington State Olympic Mountains Guidebooks, Trails Washington State Olympic Mountains Guidebooks, Olympic Mountains Wash Guidebooks, Olympic National Park Wash Guidebooks, Outdoor recreation Washington State Olympic National Park Maps, Outdoor recreation Washington State Olympic Peninsula Maps, Olympic National Park Wash Maps, Olympic Peninsula Wash Maps, Guidebooks, Topographic maps","BOOK","Physical","1","1","[2022]"
"The Christmas Table: A Novel (unabridged)","Donna VanLiere","Fiction, Literature","AUDIOBOOK","Digital","3","1","2020"
"Disney war / James B. Stewart.","Stewart, James B.","Walt Disney Company, Eisner Michael 1942, Disney Roy Edward","BOOK","Physical","1","1","2006."
"My first sewing machine book : 35 easy and fun projects for children aged 7 years + / Emma Hardy.","Hardy, Emma","Sewing Juvenile literature","BOOK","Physical","1","1","2014."
"Trust kids! : stories on youth autonomy and confronting adult supremacy / edited by carla joy bergman ; foreword by Matt Hern.",,"Children and adults, Children Attitudes, Autonomy in youth, Autonomy in children, Child rearing, Parent and child","BOOK","Physical","3","1","[2022]"
"Singapore : unlikely power / John Curtis Perry.","Perry, John Curtis","Economic development Singapore History, Shipping Singapore History, Harbors Economic aspects Singapore History, Authoritarianism Singapore History, Social stability Singapore History, Crises Singapore History, Social change Singapore History, Singapore Economic conditions, Singapore Commerce History, Singapore Politics and government","BOOK","Physical","1","1","[2017]"
"Intermediate Accounting DeMYSTiFieD","Geri B. Wink","Business, Nonfiction","EBOOK","Digital","1","1","2010"
"Notwithstanding","Louis de Bernieres","Fiction, Literature, Short Stories, Humor (Fiction)","EBOOK","Digital","1","1","2016"
"Kingdom come / Jane Jensen.","Jensen, Jane","Women detectives Fiction, Murder Investigation Fiction, Amish Pennsylvania Fiction","BOOK","Physical","1","1","2016."
"Charlie and the Chocolate Factory: Charlie Series, Book 1 (unabridged)","Roald Dahl","Juvenile Fiction, Juvenile Literature, Humor (Fiction)","AUDIOBOOK","Digital","24","1","2014"
"A Conspiracy of Kings: Queen's Thief Series, Book 4","Megan Whalen Turner","Fantasy, Romance, Young Adult Fiction, Young Adult Literature","EBOOK","Digital","4","1","2010"
"Where's Waldo? / Martin Handford.","Handford, Martin","Picture puzzles Juvenile fiction, Voyages and travels Juvenile fiction, Humorous stories, Wally Fictitious character from Handford Juvenile literature","BOOK","Physical","4","1","2011."
"The Violated: A Novel","Bill Pronzini","Fiction, Mystery, Thriller","EBOOK","Digital","1","1","2017"
"The memory of Old Jack / Wendell Berry.","Berry, Wendell, 1934-","Port William Ky Imaginary place Fiction, Older men Fiction, Kentucky Fiction, Pastoral fiction","BOOK","Physical","1","1","[1999]"
"The Whispering Town","Jennifer Elvgren","Juvenile Fiction, Juvenile Literature, Historical Fiction","EBOOK","Digital","2","1","2020"
"The Devil's Diadem","Sara Douglass","Fantasy, Fiction, Mythology, Historical Fiction","EBOOK","Digital","1","1","2011"
"Get Lucky: How to Put Planned Serendipity to Work for You and Your Business","Thor Muller","Business, Nonfiction","EBOOK","Digital","1","1","2013"
"Dead flip / Sara Farizan.","Farizan, Sara, 1984-","Missing children Juvenile fiction, Friendship Juvenile fiction, Iranian Americans Juvenile fiction, Lesbians Juvenile fiction, Massachusetts History 20th century Juvenile fiction, Horror tales, Missing children Fiction, Friendship Fiction, Iranian Americans Fiction, Lesbians Fiction, Massachusetts History 20th century Fiction, Horror stories, Lesbian fiction, Paranormal fiction, Novels, Horror fiction, Detective and mystery fiction","BOOK","Physical","1","1","2022."
"All's Well That Ends Well","William Shakespeare","Drama, Fiction","EBOOK","Digital","1","1","2021"
"Buried by the Beach: a Quirky Cozy Mystery Short Story","Ellen Jacobson","Fiction, Mystery, Short Stories","EBOOK","Digital","1","1","2021"
"Anything but my phone, mom! : raising emotionally resilient daughters in the digital age / Roni Cohen-Sandler, PhD.","Cohen-Sandler, Roni","Daughters, Parenting, Internet and teenagers, Resilience Personality trait in adolescence, Mothers and daughters","BOOK","Physical","1","1","[2022]"
"Nighttime / Jill Esbaum.","Esbaum, Jill","Nocturnal animals Juvenile literature, Animal behavior Juvenile literature","BOOK","Physical","2","1","[2015]"
"How to Make Good Things Happen: Know Your Brain, Enhance Your Life (unabridged)","Marian Rojas Estapé, M. D.","Self-Improvement, Nonfiction, Self Help","AUDIOBOOK","Digital","1","1","2021"
"The easy air fryer cookbook : healthy, everyday recipes for people with diabetes / Roxanne Wyss and Kathy Moore.","Wyss, Roxanne","Diabetes Diet therapy Recipes, Hot air frying, Cookbooks","BOOK","Physical","2","1","[2019]"
"New Yorked","Rob Hart","Fiction, Mystery, Suspense, Thriller","EBOOK","Digital","2","1","2015"
"Bending the Arc: My Journey from Prison to Politics (unabridged)","Keeda J. Haynes","Biography & Autobiography, Law, Sociology, Nonfiction","AUDIOBOOK","Digital","1","1","2021"
"Alexander Hamilton / by James Buckley Jr. ; illustrated by Charlotte Ager.","Buckley, James, Jr., 1963-","Hamilton Alexander 1757 1804 Juvenile literature, Statesmen United States Biography Juvenile literature, United States Politics and government 1783 1809 Juvenile literature, Biographies, Instructional and educational works","BOOK","Physical","1","1","2019."
"Seduce Me At Sunrise: Hathaways Series, Book 2","Lisa Kleypas","Fiction, Romance, Historical Fiction","EBOOK","Digital","11","1","2013"
"The Man Who Died","Antti Tuomainen","Fiction, Literature, Mystery","EBOOK","Digital","6","1","2018"
"Texas / Amy C Balfour, Stephen Lioy, Ryan Ver Berkmoes.","Balfour, Amy C.","Texas Guidebooks, Guidebooks","BOOK","Physical","3","1","2018."
"Nocturnes","Kazuo Ishiguro","Fiction, Short Stories","EBOOK","Digital","4","1","2009"
"Anh's Anger: Anh's Anger Series, Series, Book 1","Gail Silver","Juvenile Fiction, Juvenile Literature, Picture Book Fiction","EBOOK","Digital","1","1","2016"
"Through the arc of the rain forest / Karen Tei Yamashita ; with an introduction by Percival Everett.","Yamashita, Karen Tei, 1951-","Interpersonal relations Fiction, Rain forests Fiction, Brazil Fiction, Magic realist fiction, Satirical literature","BOOK","Physical","1","1","2017."
"This Woman's Work: Essays on Music (unabridged)","Kim Gordon","History, Sociology, Women's Studies, Nonfiction","AUDIOBOOK","Digital","2","1","2022"
"Green on blue : a novel / Elliot Ackerman.","Ackerman, Elliot","Afghan War 2001 2021 Fiction, Orphans Fiction, Children and war Fiction, Brothers Fiction, Afghanistan Fiction, War stories","BOOK","Physical","1","1","2015."
"Book Clubbed: A Booktown Mystery Series, Book 8","Lorna Barrett","Fiction, Mystery","EBOOK","Digital","1","1","2014"
"Abiding in Mindfulness, Volume 2: On Feeling, the Mind, and Dhamma (unabridged)","Joseph Goldstein","Religion & Spirituality, Nonfiction","AUDIOBOOK","Digital","3","1","2008"
"Leonardo da Vinci / Walter Isaacson.","Isaacson, Walter","Leonardo da Vinci 1452 1519, Artists Italy Biography, Scientists Italy Biography, Gifted persons Italy Biography, Biographies","BOOK","Physical","2","1","2017."
"Perfect Love, Imperfect Relationships: Healing the Wound of the Heart","John Welwood","Family & Relationships, Psychology, Self-Improvement, Nonfiction","EBOOK","Digital","2","1","2012"
"Dylan on Dylan : interviews and encounters / edited by Jeff Burger.",,"Dylan Bob 1941 Interviews, Singers United States Interviews, Rock musicians United States Interviews","BOOK","Physical","1","1","[2018]"
"A big surprise for Little Card / Charise Mericle Harper ; illustrated by Anna Raff.","Harper, Charise Mericle","Libraries Juvenile fiction, Library cards Juvenile fiction, Books and reading Juvenile fiction, Professions Juvenile fiction","BOOK","Physical","1","1","2016."
"Peaceful parent, happy siblings : how to stop the fighting and raise friends for life / Dr. Laura Markham.","Markham, Laura","Child rearing, Siblings, Sibling rivalry, Parent and child","BOOK","Physical","2","1","2015."
"Learn watercolour quickly / Hazel Soan.","Soan, Hazel","Watercolor painting Technique","BOOK","Physical","2","1","2014."
"Farmhouse entertaining cookbook / Taste of Home.",,"Cooking American, Farm life United States, Cookbooks, Recipes","BOOK","Physical","2","1","[2022]"
"The Desperate Hours: One Hospital's Fight to Save a City on the Pandemic's Front Lines (unabridged)","Marie Brenner","Sociology, Nonfiction","AUDIOBOOK","Digital","3","1","2022"
"Persephone Station (unabridged)","Stina Leicht","Fantasy, Fiction","AUDIOBOOK","Digital","3","1","2021"
"Boss Rove : inside Karl Rove's secret kingdom of power / Craig Unger.","Unger, Craig","Rove Karl, Rove Karl Influence, Rove Karl Political and social views, Republican Party U S 1854, Political corruption United States, Political consultants United States, Political campaigns United States, Presidents United States Election, Elections United States, Conservatism United States, United States Politics and government 2001 2009","BOOK","Physical","1","1","2012."
"Clue / written by Paul Allor ; art by Nelson Daniel ; letters by Neil Uyetake and Gilberto Lazcano.","Allor, Paul","Murder Comic books strips etc Fiction, Board games Comic books strips etc Fiction, Detective and mystery comics, Graphic novels, Comics Graphic works","BOOK","Physical","1","1","2018."
"They're Bee-Hind You!: The Bad Guys Series, Book 14","Aaron Blabey","Juvenile Fiction, Humor (Fiction)","EBOOK","Digital","22","1","2021"
"Herbie's Game: Junior Bender Series, Book 4","Timothy Hallinan","Fiction, Mystery, Humor (Fiction)","EBOOK","Digital","2","1","2014"
"The Pillars of the Earth: The Pillars of the Earth Series, Book 1","Ken Follett","Fiction, Suspense, Thriller, Historical Fiction","EBOOK","Digital","18","1","2009"
"Big box little box / Caryl Hart ; illustrated by Edward Underwood.","Hart, Caryl","Cats Juvenile fiction, Boxes Juvenile fiction","BOOK","Physical","4","1","2018, c2017."
"Marx in 90 Minutes (unabridged)","Paul Strathern","Philosophy, Nonfiction","AUDIOBOOK","Digital","1","1","2008"
"Small Fry (unabridged)","Lisa Brennan-Jobs","Biography & Autobiography, Nonfiction","AUDIOBOOK","Digital","4","1","2018"
"Finding Atlantis: A True Story of Genius, Madness, and an Extraordinary Quest for a Lost World","David King","History, Sociology, Nonfiction","EBOOK","Digital","1","1","2010"
"Long way home / Cameron Douglas.","Douglas, Cameron, 1978-","Douglas Cameron 1978, Douglas Cameron 1978 Family, Drug addicts Biography, Large type books, Autobiographies","BOOK","Physical","1","1","[2019]"
"Tristan Strong Destroys the World: Tristan Strong Series, Book 2 (unabridged)","Kwame Mbalia","Fantasy, Juvenile Fiction, Juvenile Literature, Mythology","AUDIOBOOK","Digital","2","1","2020"
"A beginner's guide to circuits : nine simple projects with lights, sounds, and more! / by Øyvind Nydal Dahl.","Nydal Dahl, Øyvind","Electronic circuits Juvenile literature","BOOK","Physical","3","1","[2019]"
"Simon vs. the Homo Sapiens agenda / Becky Albertalli.","Albertalli, Becky","Secrecy Juvenile fiction, Coming out Sexual orientation Juvenile fiction, Gays Juvenile fiction, Homosexuality Juvenile fiction, Pen pals Juvenile fiction, High schools Juvenile fiction, Secrecy Fiction, Coming out Sexual orientation Fiction, Gays Fiction, Homosexuality Fiction, Pen pals Fiction, High schools Fiction, Young adult fiction","BOOK","Physical","1","1","[2016]"
"Dick Francis's Damage / Felix Francis.","Francis, Felix","Private investigators Fiction, Horse racing England Fiction, Murder Investigation Fiction, Detective and mystery fiction","BOOK","Physical","1","1","[2014]"
"Ike Turner : king of rhythm / by John Collis.","Collis, John, 1944 June 1-","Turner Ike, Rock musicians United States Biography, Rhythm and blues musicians United States Biography","BOOK","Physical","1","1","2003."
"Breathing Under Water: Spirituality and the Twelve Steps (unabridged)","Richard Rohr","Christian Nonfiction, Religion & Spirituality, Self-Improvement, Nonfiction","AUDIOBOOK","Digital","3","1","2020"
"The Ghost Ship Mystery: Boxcar Children Series, Book 39 (unabridged)","Gertrude Chandler Warner","Juvenile Fiction, Mystery","AUDIOBOOK","Digital","1","1","2011"
"The Walled Garden: A  Novel","Robin Farrar Maass","Fiction, Literature, Mystery, Historical Fiction","EBOOK","Digital","1","1","2022"
"True Believer: Stalin's Last American Spy (unabridged)","Kati Marton","Biography & Autobiography, History, Politics, Nonfiction","AUDIOBOOK","Digital","1","1","2016"
"The Journalist and the Murderer","Janet Malcolm","Language Arts, Sociology, True Crime, Nonfiction","EBOOK","Digital","2","1","2013"
"Dying Fall: Sophie Rivers Series, Book 1","Judith Cutler","Fiction, Mystery","EBOOK","Digital","1","1","2013"
"Frugal Cooking with Your Instant Pot®: Delicious, Fuss-Free Meals that Cost $3 or Less per Serving","Drew Maresco","Cooking & Food, Nonfiction","EBOOK","Digital","1","1","2020"
"The Bandit Queens: A Novel","Parini Shroff","Fiction, Literature, Thriller","EBOOK","Digital","33","1","2023"
"Smartest 401(k) Book You'll Ever Read: Maximize Your Retirement Savings...the Smart Way!","Daniel R. Solin","Business, Finance, Nonfiction","EBOOK","Digital","2","1","2010"
"Prince Philip Revealed (unabridged)","Ingrid Seward","Biography & Autobiography, History, Nonfiction","AUDIOBOOK","Digital","1","1","2020"
"The butcher / Jennifer Hillier.","Hillier, Jennifer","Serial murders Fiction, Family secrets Fiction, Seattle Wash Fiction, Psychological fiction, Suspense fiction","BOOK","Physical","1","1","2014."
"The Rule of Nine: Paul Madriani Series, Book 11 (unabridged)","Steve Martini","Fiction, Thriller","AUDIOBOOK","Digital","1","1","2010"
"Go tell it on the mountain / James Baldwin.","Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","BOOK","Physical","7","1","2013."
"The Pale Criminal: Bernie Gunther Series, Book 2 (unabridged)","Philip Kerr","Fiction, Mystery, Thriller, Historical Fiction","AUDIOBOOK","Digital","2","1","2011"
"Seven Pillars of Wisdom: A Triumph (The Authorized Doubleday/Doran Edition)","T E Lawrence","Biography & Autobiography, History, Religion & Spirituality, Nonfiction","EBOOK","Digital","4","1","2013"
"Playing for Keeps: Hot Jocks, #1","Kendall Ryan","Fiction, Romance","EBOOK","Digital","5","1","2019"
"We are not free / Traci Chee.","Chee, Traci","Japanese Americans Forced removal and internment 1942 1945 Juvenile fiction, Japanese American families Juvenile fiction, World War 1939 1945 Concentration camps United States Juvenile fiction, World War 1939 1945 Japanese Americans Juvenile fiction, Concentration camps United States Juvenile fiction, Racism United States 20th century Juvenile fiction, Prejudices Juvenile fiction, California History 20th century Juvenile fiction, Young adult fiction, Historical fiction, Social problem fiction","BOOK","Physical","1","1","[2020]"
"Our Little World: A Novel (unabridged)","Karen Winn","Fiction, Literature, Suspense, Thriller","AUDIOBOOK","Digital","3","1","2022"
"Girls play softball / Amy B. Rogers.","Rogers, Amy B.","Softball for women Juvenile literature, Softball","BOOK","Physical","1","1","2017."
"Mister wonderful / [by Daniel Clowes].","Clowes, Daniel","Man woman relationships Comic books strips etc, Graphic novels","BOOK","Physical","1","1","[2011]"
"Pain free : a revolutionary method for stopping chronic pain / Pete Egoscue.","Egoscue, Pete, 1945-","Chronic pain Exercise therapy","BOOK","Physical","5","1","2021."
"The Big Steep: Maggy Thorsen Mystery Series, Book 14","Sandra Balzo","Fiction, Mystery","EBOOK","Digital","1","1","2022"
"Ma mi, zou kai! / wen, Lin, Qiaona ; tu, Paicui, Maiseersi ; yi, Ke Qianhua.","Jonell, Lynne","Size Fiction, Baths Fiction, Mothers and sons Juvenile fiction, Chinese language materials Fiction","BOOK","Physical","1","1","2005."
"We Are the Change: Words of Inspiration from Civil Rights Leaders","Harry Belafonte","Biography & Autobiography, Juvenile Nonfiction, Multi-Cultural, Sociology","EBOOK","Digital","1","1","2019"
"Blame It on Bath--The Truth About the Duke: Truth About the Duke Series, Book 2 (unabridged)","Caroline Linden","Fiction, Literature, Romance, Historical Fiction","AUDIOBOOK","Digital","2","1","2015"
"Living well on the spectrum : how to use your strengths to meet the challenges of Asperger syndrome/high-functioning autism / Valerie L. Gaus ; foreword by Stephen Shore.","Gaus, Valerie L.","Aspergers syndrome Psychological aspects, Aspergers syndrome Social aspects, Aspergers syndrome Patients Life skills guides","BOOK","Physical","1","1","[2011]"
"Notes from Underground and The Double","Fyodor Dostoyevsky","Fiction, Literature","EBOOK","Digital","1","1","2011"
"The Care and Feeding of Waspish Widows: Feminine Pursuits Series, Book 2 (unabridged)","Olivia Waite","Fiction, Romance, Historical Fiction, LGBTQIA+ (Fiction)","AUDIOBOOK","Digital","1","1","2020"
"Fast feasts : quick, easy recipes with a Middle Eastern twist / John Gregory-Smith.","Gregory-Smith, John","Cooking Middle Eastern, Quick and easy cooking, Cookbooks","BOOK","Physical","2","1","2022."
"Shatterproof: The 39 Clues: Cahills vs. Vespers Series, Book 4","Roland Smith","Juvenile Fiction, Juvenile Literature, Mystery","EBOOK","Digital","1","1","2014"
"Adventure time. Sugary shorts. Volume 5 / created by Pendleton Ward.",,"Finn Fictitious character from Ward Comic books strips etc, Jake Fictitious character from Ward Comic books strips etc, Imaginary places Comic books strips etc, Cartoons and comics, Graphic novels, Comics Graphic works","BOOK","Physical","2","1","2019."
"The Women Could Fly: A Novel","Megan Giddings","Fantasy, Fiction, African American Fiction","EBOOK","Digital","19","1","2022"
"The Year That Broke America: An Immigration Crisis, a Terrorist Conspiracy, the Summer of Survivor, a Ridiculous Fake Billionaire, a Fight for Florida, and the 537 Votes That Changed Everything","Andrew Rice","History, Politics, Nonfiction","EBOOK","Digital","1","1","2022"
"Xiao man = Xiao Man : a story of growing up / Gao Jing, hui/zhu.","Gao, Jinghui.","Childrens stories Chinese, Picture books for children, Chinese language materials","BOOK","Physical","1","1","2018."
"Crime and Punishment","Fyodor Dostoyevsky","Classic Literature, Fiction","EBOOK","Digital","34","1","2021"
"Bridal Guide Magazine's How to Plan the Perfect Wedding... Without Going Broke","Diane Forden","Reference, Nonfiction","EBOOK","Digital","1","1","2009"
"The Menopause Answer Book: Practical Answers, Treatments, and Solutions for Your Unique Symptoms","Marsha Lynn Speller","Health & Fitness, Self-Improvement, Nonfiction","EBOOK","Digital","1","1","2008"
"Ohio (unabridged)","Stephen Markley","Fiction, Literature","AUDIOBOOK","Digital","7","1","2018"
"The goat / Anne Fleming.","Fleming, Anne, 1964-","Moving Household Juvenile fiction, Apartment houses Juvenile fiction, Goats Juvenile fiction, Neighbors Juvenile fiction, City and town life Juvenile fiction, New York N Y Juvenile fiction","BOOK","Physical","1","1","2017."
"Being you : a new science of consciousness / Anil Seth.","Seth, Anil K.","Consciousness, Consciousness Physiological aspects, Neuropsychology, Perception, Self perception, Cognitive neuroscience, Brain","BOOK","Physical","2","1","[2021]"
"Barbie, you can be a soccer player / by Kristen L. Depken ; illustrated by Dynamo Limited ; based on the story by Devra Newberger Speregen.","Depken, Kristen L.","Barbie Fictitious character Juvenile fiction, Teamwork Sports Juvenile fiction, Soccer Fiction","BOOK","Physical","4","1","[2018]"
"Tales of the mighty code talkers. Volume one / edited by Arigon Starr ; associate editors, Janet Miner, Lee Francis IV ; design by Arigon Starr ; cover artwork, Roy Boney, Jr.",,"Cherokee code talkers Comic books strips etc, Cherokee Indians Comic books strips etc, Navajo code talkers Comic books strips etc, Navajo Indians Comic books strips etc, Choctaw code talkers Comic books strips etc, Choctaw Indians Comic books strips etc, Comanche Indians Comic books strips etc, Creek Indians Comic books strips etc, World War 1914 1918 Participation Indian Comic books strips etc, World War 1939 1945 Participation Indian Comic books strips etc, Korean War 1950 1953 Participation Indian Comic books strips etc, United States Armed Forces Indians Comic books strips etc, World War 1914 1918 Cryptography Comic books strips etc, World War 1939 1945 Cryptography Comic books strips etc, Korean War 1950 1953 Cryptography Comic books strips etc, Indigenous peoples Comic books strips etc, Graphic novels, Comics Graphic works","BOOK","Physical","1","1","2016"
"Tell the Wolves I'm Home: A Novel","Carol Rifka Brunt","Fiction, Literature","EBOOK","Digital","8","1","2012"
"Book Buddies--Marco Polo Brave Explorer: Book Buddies Series, Book 2 (unabridged)","Cynthia Lord","Juvenile Fiction, Juvenile Literature","AUDIOBOOK","Digital","1","1","2022"
"Grandpa & Jake / Julie Fortenberry.","Fortenberry, Julie, 1956-","Grandparent and child Juvenile fiction, Walking Juvenile fiction, Cities and towns Juvenile fiction, Libraries Juvenile fiction, Picture books","BOOK","Physical","4","1","[2022]"
"Trick or treat, Crankenstein / written by Samantha Berger ; illustrated by Dan Santat.","Berger, Samantha","Halloween Juvenile fiction, Monsters Juvenile fiction, Monster fiction, Picture books","BOOK","Physical","3","1","2021."
"Kayaks to the Arctic / E. B. Nickerson. Photos. by Richard A. Nickerson.","Nickerson, Elinor B.","Canoes and canoeing Northwest Territories MacKenzie River, Kayaks, Northwest Canadian Description and travel","BOOK","Physical","1","1","1967."
"Operation Trinity (The 39 Clues: The Cahills Files) (unabridged)","Clifford Riley","Juvenile Fiction, Juvenile Literature, Historical Fiction","AUDIOBOOK","Digital","5","1","2012"
"The Lost Vintage: A Novel","Ann Mah","Fiction, Literature, Historical Fiction","EBOOK","Digital","5","1","2018"
"Use your planets wisely : master your ultimate cosmic potential with psychological astrology / Jennifer Freed, PHD.","Freed, Jennifer, 1958-","Astrology and psychology","BOOK","Physical","2","1","2020."
"A Twist in Time: A Novel","Julie McElwain","Fiction, Literature, Mystery, Historical Fiction","EBOOK","Digital","3","1","2017"
"Pokémon adventures. 08 / story by Hidenori Kusaka ; art by Satoshi Yamamoto ; translation, Tetsuichiro Miyaki ; English adaptation, Bryant Turnage ; lettering, Annaliese ""Ace"" Christman.","Kusaka, Hidenori","Pok‚mon Fictitious characters Comic books strips etc, Adventure and adventurers Comic books strips etc, Cartoons and comics, Comics Graphic works, Action and adventure comics","BOOK","Physical","16","1","[2021]"
"The kingdom of ordinary time / Marie Howe.","Howe, Marie, 1950-",,"BOOK","Physical","2","1","2008."
"LEGO Party Ideas","Hannah Dolan","Crafts, Juvenile Nonfiction, Reference","EBOOK","Digital","2","1","2022"
"Lights Out: Later Than You Think (unabridged)","Arch Oboler","Fiction, Suspense","AUDIOBOOK","Digital","2","1","2017"
"The legend of Iron Purl / Tao Nyeu.","Nyeu, Tao","Superheroes Juvenile fiction, Knitting Juvenile fiction, Storytellers Juvenile fiction, Animals Juvenile fiction, Superheroes Fiction, Knitting Fiction, Storytellers Fiction, Animals Fiction, Picture books, Superhero fiction, Picture books","BOOK","Physical","4","1","2022."
"Love Her Wild: Poems","Atticus","Fiction, Poetry, Romance","EBOOK","Digital","1","1","2017"
"A week at the shore / Barbara Delinsky.","Delinsky, Barbara","Families Fiction, Homecoming Fiction, Photographers Fiction, Single mothers Fiction, Rhode Island Fiction, Domestic fiction","BOOK","Physical","1","1","[2020]"
"May cause miracles : a 40-day guidebook of subtle shifts for radical change and unlimited happiness / Gabrielle Bernstein.","Bernstein, Gabrielle","Course in Miracles, Attitude change, Self actualization Psychology, Self realization","BOOK","Physical","1","1","[2013]"
"Amberlough: The Amberlough Dossier Series, Book 1","Lara Elena Donnelly","Fantasy, Fiction, Romance, Historical Fiction","EBOOK","Digital","2","1","2017"
"South Florida & The Keys road trip / Jason Ferguson.","Ferguson, Jason","Florida Guidebooks, Florida Keys Fla Guidebooks","BOOK","Physical","1","1","2019."
"Danny the Champion of the World / Roald Dahl ; illustrated by Quentin Blake.","Dahl, Roald","Fathers and sons Juvenile fiction, Poaching Juvenile fiction, Criminals Juvenile fiction, Parent and child Juvenile fiction, Fathers Juvenile fiction, Humorous stories","BOOK","Physical","3","1","2017."
"The devil is a part-timer! 2 / art, Akio Hiiragi ; original story, Satoshi Wagahara ; character design 029 (Oniku) ; [translation, Kevin Gifford ; lettering: Lys Blakeslee].","Wagahara, Satoshi","Demonology Comic books strips etc, Fast food restaurants Employees Comic books strips etc, Fast food restaurants Japan Tokyo Comic books strips etc, Good and evil Comic books strips etc, Cartoons and comics, Fantasy comic books strips etc, Graphic novels","BOOK","Physical","2","1","2015."
"Friendly Fire: Fifth Ward Series, Book 2 (unabridged)","Dale Lucas","Fantasy, Fiction","AUDIOBOOK","Digital","1","1","2018"
"Hao e de mao mao chong / wen/tu, Airui Ka'er ; yi, Zheng Mingjin.","Carle, Eric","Caterpillars Juvenile fiction, Picture books for children, Chinese language materials","BOOK","Physical","2","1","2008."
"The Land Beyond the Sea","Sharon Kay Penman","Fiction, Literature, Historical Fiction","EBOOK","Digital","1","1","2020"
"Busy Little Hands: Art Play!: Activities for Preschoolers","Meredith Magee Donnelly","Art, Juvenile Nonfiction","EBOOK","Digital","1","1","2022"
"Rainbow High: Rainbow Boys Series, Book 2 (unabridged)","Alex Sanchez","Young Adult Fiction, Young Adult Literature, LGBTQIA+ (Fiction)","AUDIOBOOK","Digital","1","1","2012"
"It's a Wonderful Woof: Chet & Bernie Mystery Series, Book 12","Spencer Quinn","Fiction, Literature, Mystery, Humor (Fiction)","EBOOK","Digital","3","1","2021"
"Point guard / Mike Lupica.","Lupica, Mike","Dominican Americans Juvenile fiction, Friendship Juvenile fiction, Prejudices Juvenile fiction, Basketball Fiction, Basketball stories","BOOK","Physical","2","1","[2017]"
"Rick Steves Mediterranean cruise ports / Rick Steves with Cameron Hewitt.","Steves, Rick, 1955-","Port cities Mediterranean Region Guidebooks, Ocean travel Guidebooks, Ports of entry Mediterranean Region Guidebooks, Ports of entry Europe Western Guidebooks, Mediterranean Region Guidebooks, Europe Western Guidebooks, Guidebooks","BOOK","Physical","9","1","2019."
"Cows of our planet : a Far side collection / by Gary Larson.","Larson, Gary","American wit and humor Pictorial, Comic books strips etc","BOOK","Physical","3","1","[1992]"
"White Fang","Jack London","Classic Literature, Fiction","EBOOK","Digital","2","1","2011"
"The Willoughbys Return (unabridged)","Lois Lowry","Juvenile Fiction, Juvenile Literature, Humor (Fiction)","AUDIOBOOK","Digital","2","1","2021"
"Son of the Shadows: Sevenwaters Series, Book 2","Juliet Marillier","Fantasy, Young Adult Fiction","EBOOK","Digital","1","1","2013"
"Love People, Use Things: Because the Opposite Never Works","Joshua Fields Millburn","Home Design & Décor, Self-Improvement, Nonfiction","EBOOK","Digital","6","1","2021"
"Hoop embroidery : 25 quick and easy projects to make / Rosemary Drysdale.","Drysdale, Rosemary","Embroidery Patterns","BOOK","Physical","1","1","2020."
"Bone. [Vol. 2], The great cow race / by Jeff Smith, with color by Steve Hamaker.","Smith, Jeff, 1960 February 27-","Cousins Comic books strips etc, Graphic novels, Fantasy comics","BOOK","Physical","9","1","2005."
"Evie Scruffypup's surprise / Daisy Meadows.","Meadows, Daisy","Girls Juvenile fiction, Magic Juvenile fiction, Animals Juvenile fiction, Witches Juvenile fiction, Dogs Juvenile fiction","BOOK","Physical","1","1","[2016]"
"Polar Bear, Polar Bear, What Do You Hear? (unabridged)","Bill Martin, Jr.","Juvenile Fiction, Juvenile Literature","AUDIOBOOK","Digital","1","1","2012"
"A museum adventure / Daniel Kirk.","Kirk, Daniel","Museums Juvenile fiction, Authorship Juvenile fiction, Diaries Juvenile fiction, Mice Juvenile fiction, Cats Juvenile fiction, Artists Juvenile fiction","BOOK","Physical","2","1","[2012]"
"Hand built : a potter's guide : master timeless techniques, explore newx forms, dig and process your own clay / Melissa Weiss ; [photography by Elijah Ferguson and Melissa Weiss].","Weiss, Melissa","Pottery Technique, Pottery craft, Pottery craft Technique, Modeling","BOOK","Physical","1","1","2019"
"Baby Badger","Hannah Shaw","Juvenile Fiction, Juvenile Literature","EBOOK","Digital","2","1","2023"
"How to talk to a widower / Jonathan Tropper.","Tropper, Jonathan","Widowers Fiction, Bereavement Psychological aspects Fiction, Stepchildren Fiction, Families Fiction, Suburbs Fiction, Dating Social customs Fiction, Domestic fiction, Humorous fiction","BOOK","Physical","1","1","2010."
